fold,mae,rmse,r2,pearson,spearman,samples
1,0.830190122127533,1.2710883617401123,0.5194687843322754,0.7316352128982544,0.6141539812088013,65
2,1.191465973854065,1.7838884592056274,0.22145789861679077,0.49675869941711426,0.5966991186141968,65
3,1.0813342332839966,1.585869550704956,0.33451956510543823,0.5881139039993286,0.5829426050186157,65
4,1.0142468214035034,1.56550931930542,0.31234508752822876,0.5762776732444763,0.6614457964897156,64
5,0.9635050296783447,1.4177275896072388,0.33650290966033936,0.5911687612533569,0.4699091613292694,65
6,1.0611217021942139,1.5049376487731934,0.39064449071884155,0.6260880827903748,0.5818735361099243,64
7,1.3275434970855713,2.0120372772216797,0.429416298866272,0.7038008570671082,0.7555429935455322,64
8,0.9820235967636108,1.4354164600372314,0.027710795402526855,0.20813657343387604,0.2648400068283081,64
9,0.9970626831054688,1.399470567703247,0.36716610193252563,0.6089924573898315,0.5977168679237366,63
10,0.9486138820648193,1.5279262065887451,0.38824695348739624,0.623999297618866,0.548873245716095,64
