fold,mae,rmse,r2,pearson,spearman,samples
1,0.9321032762527466,1.2419545650482178,0.6047707796096802,0.8003732562065125,0.6997336745262146,114
2,1.1342312097549438,1.5145336389541626,0.6602615714073181,0.8150486946105957,0.7406663298606873,113
3,0.8437317609786987,1.1155061721801758,0.6293166875839233,0.7934524416923523,0.7464916706085205,113
4,0.9613475203514099,1.291601538658142,0.8174147605895996,0.9049456715583801,0.7962189316749573,113
5,0.8623505234718323,1.179937481880188,0.6921660900115967,0.8379091024398804,0.7437957525253296,113
6,0.9183470010757446,1.228855848312378,0.744573712348938,0.8657963275909424,0.8294772505760193,113
7,1.065168857574463,1.4598275423049927,0.7126011848449707,0.847480297088623,0.6431825160980225,113
8,0.9972395896911621,1.4537938833236694,0.685936450958252,0.832079291343689,0.8097902536392212,113
9,0.9273505210876465,1.2514066696166992,0.6421979665756226,0.8040326237678528,0.7230343222618103,113
10,1.0986747741699219,1.4347141981124878,0.7206957340240479,0.8504603505134583,0.7158259153366089,113
